r,t,y,DiscountedTechnologyEmissionsPenalty
"Atlantis_00A","DS_IND",2035,0
"Atlantis_00A","DS_IND",2036,0
"Atlantis_00A","DS_IND",2037,0
"Atlantis_00A","DS_IND",2038,0
"Atlantis_00A","DS_IND",2039,0
"Atlantis_00A","DS_IND",2040,0
"Atlantis_00A","DS_IND",2041,0
"Atlantis_00A","DS_IND",2042,0
"Atlantis_00A","DS_IND",2043,0
"Atlantis_00A","DS_IND",2044,0
"Atlantis_00A","DS_IND",2045,0
"Atlantis_00A","DS_IND",2046,0
"Atlantis_00A","DS_IND",2047,0
"Atlantis_00A","DS_IND",2048,0
"Atlantis_00A","DS_IND",2049,0
"Atlantis_00A","DS_IND",2050,0
"Atlantis_00A","DS_IND",2051,0
"Atlantis_00A","DS_IND",2052,0
"Atlantis_00A","DS_IND",2053,0
"Atlantis_00A","DS_IND",2054,0
"Atlantis_00A","DS_IND",2055,0
"Atlantis_00A","DS_OTH",2014,0
"Atlantis_00A","DS_OTH",2015,0
"Atlantis_00A","DS_OTH",2016,0
"Atlantis_00A","DS_OTH",2017,0
"Atlantis_00A","DS_OTH",2018,0
"Atlantis_00A","DS_OTH",2019,0
"Atlantis_00A","DS_OTH",2020,0
"Atlantis_00A","DS_OTH",2021,0
"Atlantis_00A","DS_OTH",2022,0
"Atlantis_00A","DS_OTH",2023,0
"Atlantis_00A","DS_OTH",2024,0
"Atlantis_00A","DS_OTH",2025,0
"Atlantis_00A","DS_OTH",2026,0
"Atlantis_00A","DS_OTH",2027,0
"Atlantis_00A","DS_OTH",2028,0
"Atlantis_00A","DS_OTH",2029,0
"Atlantis_00A","DS_OTH",2030,0
"Atlantis_00A","DS_OTH",2031,0
"Atlantis_00A","DS_OTH",2032,0
"Atlantis_00A","DS_OTH",2033,0
"Atlantis_00A","DS_OTH",2034,0
"Atlantis_00A","DS_OTH",2035,0
"Atlantis_00A","DS_OTH",2036,0
"Atlantis_00A","DS_OTH",2037,0
"Atlantis_00A","DS_OTH",2038,0
"Atlantis_00A","DS_OTH",2039,0
"Atlantis_00A","DS_OTH",2040,0
"Atlantis_00A","DS_OTH",2041,0
"Atlantis_00A","DS_OTH",2042,0
"Atlantis_00A","DS_OTH",2043,0
"Atlantis_00A","DS_OTH",2044,0
"Atlantis_00A","DS_OTH",2045,0
"Atlantis_00A","DS_OTH",2046,0
"Atlantis_00A","DS_OTH",2047,0
"Atlantis_00A","DS_OTH",2048,0
"Atlantis_00A","DS_OTH",2049,0
"Atlantis_00A","DS_OTH",2050,0
"Atlantis_00A","DS_OTH",2051,0
"Atlantis_00A","DS_OTH",2052,0
"Atlantis_00A","DS_OTH",2053,0
"Atlantis_00A","DS_OTH",2054,0
"Atlantis_00A","DS_OTH",2055,0
"Atlantis_00A","DS_TRA",2014,0
"Atlantis_00A","DS_TRA",2015,0
"Atlantis_00A","DS_TRA",2016,0
"Atlantis_00A","DS_TRA",2017,0
"Atlantis_00A","DS_TRA",2018,0
"Atlantis_00A","DS_TRA",2019,0
"Atlantis_00A","DS_TRA",2020,0
"Atlantis_00A","DS_TRA",2021,0
"Atlantis_00A","DS_TRA",2022,0
"Atlantis_00A","DS_TRA",2023,0
"Atlantis_00A","DS_TRA",2024,0
"Atlantis_00A","DS_TRA",2025,0
"Atlantis_00A","DS_TRA",2026,0
"Atlantis_00A","DS_TRA",2027,0
"Atlantis_00A","DS_TRA",2028,0
"Atlantis_00A","DS_TRA",2029,0
"Atlantis_00A","DS_TRA",2030,0
"Atlantis_00A","DS_TRA",2031,0
"Atlantis_00A","DS_TRA",2032,0
"Atlantis_00A","DS_TRA",2033,0
"Atlantis_00A","DS_TRA",2034,0
"Atlantis_00A","DS_TRA",2035,0
"Atlantis_00A","DS_TRA",2036,0
"Atlantis_00A","DS_TRA",2037,0
"Atlantis_00A","DS_TRA",2038,0
"Atlantis_00A","DS_TRA",2039,0
"Atlantis_00A","DS_TRA",2040,0
"Atlantis_00A","DS_TRA",2041,0
"Atlantis_00A","DS_TRA",2042,0
"Atlantis_00A","DS_TRA",2043,0
"Atlantis_00A","DS_TRA",2044,0
"Atlantis_00A","DS_TRA",2045,0
"Atlantis_00A","DS_TRA",2046,0
"Atlantis_00A","DS_TRA",2047,0
"Atlantis_00A","DS_TRA",2048,0
"Atlantis_00A","DS_TRA",2049,0
"Atlantis_00A","DS_TRA",2050,0
"Atlantis_00A","DS_TRA",2051,0
"Atlantis_00A","DS_TRA",2052,0
"Atlantis_00A","DS_TRA",2053,0
"Atlantis_00A","DS_TRA",2054,0
"Atlantis_00A","DS_TRA",2055,0
"Atlantis_00A","DSGC",2014,0
"Atlantis_00A","DSGC",2015,0
"Atlantis_00A","DSGC",2016,0
"Atlantis_00A","DSGC",2017,0
"Atlantis_00A","DSGC",2018,0
"Atlantis_00A","DSGC",2019,0
"Atlantis_00A","DSGC",2020,0
"Atlantis_00A","DSGC",2021,0
"Atlantis_00A","DSGC",2022,0
"Atlantis_00A","DSGC",2023,0
"Atlantis_00A","DSGC",2024,0
"Atlantis_00A","DSGC",2025,0
"Atlantis_00A","DSGC",2026,0
"Atlantis_00A","DSGC",2027,0
"Atlantis_00A","DSGC",2028,0
"Atlantis_00A","DSGC",2029,0
"Atlantis_00A","DSGC",2030,0
"Atlantis_00A","DSGC",2031,0
"Atlantis_00A","DSGC",2032,0
"Atlantis_00A","DSGC",2033,0
"Atlantis_00A","DSGC",2034,0
"Atlantis_00A","DSGC",2035,0
"Atlantis_00A","DSGC",2036,0
"Atlantis_00A","DSGC",2037,0
"Atlantis_00A","DSGC",2038,0
"Atlantis_00A","DSGC",2039,0
"Atlantis_00A","DSGC",2040,0.00859705629513874
"Atlantis_00A","DSGC",2041,0
"Atlantis_00A","DSGC",2042,0.00814317493763423
"Atlantis_00A","DSGC",2043,0
"Atlantis_00A","DSGC",2044,0.0245742240056334
"Atlantis_00A","DSGC",2045,0.0102785204978489
"Atlantis_00A","DSGC",2046,0
"Atlantis_00A","DSGC",2047,0
"Atlantis_00A","DSGC",2048,0
"Atlantis_00A","DSGC",2049,0
"Atlantis_00A","DSGC",2050,0
"Atlantis_00A","DSGC",2051,0
"Atlantis_00A","DSGC",2052,0
"Atlantis_00A","DSGC",2053,0
"Atlantis_00A","DSGC",2054,0
"Atlantis_00A","DSGC",2055,0
"Atlantis_00A","EXP_HF",2014,0
"Atlantis_00A","EXP_HF",2015,0
"Atlantis_00A","EXP_HF",2016,0
"Atlantis_00A","EXP_HF",2017,0
"Atlantis_00A","EXP_HF",2018,0
"Atlantis_00A","EXP_HF",2019,0
"Atlantis_00A","EXP_HF",2020,0
"Atlantis_00A","EXP_HF",2021,0
"Atlantis_00A","EXP_HF",2022,0
"Atlantis_00A","EXP_HF",2023,0
"Atlantis_00A","EXP_HF",2024,0
"Atlantis_00A","EXP_HF",2025,0
"Atlantis_00A","EXP_HF",2026,0
"Atlantis_00A","EXP_HF",2027,0
"Atlantis_00A","EXP_HF",2028,0
"Atlantis_00A","EXP_HF",2029,0
"Atlantis_00A","EXP_HF",2030,0
"Atlantis_00A","EXP_HF",2031,0
"Atlantis_00A","EXP_HF",2032,0
"Atlantis_00A","EXP_HF",2033,0
"Atlantis_00A","EXP_HF",2034,0
"Atlantis_00A","EXP_HF",2035,0
"Atlantis_00A","EXP_HF",2036,0
"Atlantis_00A","EXP_HF",2037,0
"Atlantis_00A","EXP_HF",2038,0
"Atlantis_00A","EXP_HF",2039,0
"Atlantis_00A","EXP_HF",2040,0
"Atlantis_00A","EXP_HF",2041,0
"Atlantis_00A","EXP_HF",2042,0
"Atlantis_00A","EXP_HF",2043,0
"Atlantis_00A","EXP_HF",2044,0
"Atlantis_00A","EXP_HF",2045,0
"Atlantis_00A","EXP_HF",2046,0
"Atlantis_00A","EXP_HF",2047,0
"Atlantis_00A","EXP_HF",2048,0
"Atlantis_00A","EXP_HF",2049,0
"Atlantis_00A","EXP_HF",2050,0
"Atlantis_00A","EXP_HF",2051,0
"Atlantis_00A","EXP_HF",2052,0
"Atlantis_00A","EXP_HF",2053,0
"Atlantis_00A","EXP_HF",2054,0
"Atlantis_00A","EXP_HF",2055,0
"Atlantis_00A","EXP_NG",2014,0
"Atlantis_00A","EXP_NG",2015,0
"Atlantis_00A","EXP_NG",2016,0
"Atlantis_00A","EXP_NG",2017,0
"Atlantis_00A","EXP_NG",2018,0
"Atlantis_00A","EXP_NG",2019,0
"Atlantis_00A","EXP_NG",2020,0
"Atlantis_00A","EXP_NG",2021,0
"Atlantis_00A","EXP_NG",2022,0
"Atlantis_00A","EXP_NG",2023,0
"Atlantis_00A","EXP_NG",2024,0
"Atlantis_00A","EXP_NG",2025,0
"Atlantis_00A","EXP_NG",2026,0
"Atlantis_00A","EXP_NG",2027,0
"Atlantis_00A","EXP_NG",2028,0
"Atlantis_00A","EXP_NG",2029,0
"Atlantis_00A","EXP_NG",2030,0
"Atlantis_00A","EXP_NG",2031,0
"Atlantis_00A","EXP_NG",2032,0
"Atlantis_00A","EXP_NG",2033,0
"Atlantis_00A","EXP_NG",2034,0
"Atlantis_00A","EXP_NG",2035,0
"Atlantis_00A","EXP_NG",2036,0
"Atlantis_00A","EXP_NG",2037,0
"Atlantis_00A","EXP_NG",2038,0
"Atlantis_00A","EXP_NG",2039,0
"Atlantis_00A","EXP_NG",2040,0
"Atlantis_00A","EXP_NG",2041,0
"Atlantis_00A","EXP_NG",2042,0
"Atlantis_00A","EXP_NG",2043,0
"Atlantis_00A","EXP_NG",2044,0
"Atlantis_00A","EXP_NG",2045,0
"Atlantis_00A","EXP_NG",2046,0
"Atlantis_00A","EXP_NG",2047,0
"Atlantis_00A","EXP_NG",2048,0
"Atlantis_00A","EXP_NG",2049,0
"Atlantis_00A","EXP_NG",2050,0
"Atlantis_00A","EXP_NG",2051,0
"Atlantis_00A","EXP_NG",2052,0
"Atlantis_00A","EXP_NG",2053,0
"Atlantis_00A","EXP_NG",2054,0
"Atlantis_00A","EXP_NG",2055,0
"Atlantis_00A","GT_FC",2014,0
"Atlantis_00A","GT_FC",2015,0
"Atlantis_00A","GT_FC",2016,0
"Atlantis_00A","GT_FC",2017,0
"Atlantis_00A","GT_FC",2018,0
"Atlantis_00A","GT_FC",2019,0
"Atlantis_00A","GT_FC",2020,0
"Atlantis_00A","GT_FC",2021,0
"Atlantis_00A","GT_FC",2022,0
"Atlantis_00A","GT_FC",2023,0
"Atlantis_00A","GT_FC",2024,0
"Atlantis_00A","GT_FC",2025,0
"Atlantis_00A","GT_FC",2026,0
"Atlantis_00A","GT_FC",2027,0
"Atlantis_00A","GT_FC",2028,0
"Atlantis_00A","GT_FC",2029,0
"Atlantis_00A","GT_FC",2030,0
"Atlantis_00A","GT_FC",2031,0
"Atlantis_00A","GT_FC",2032,0
"Atlantis_00A","GT_FC",2033,0
"Atlantis_00A","GT_FC",2034,0
"Atlantis_00A","GT_FC",2035,0
"Atlantis_00A","GT_FC",2036,0
"Atlantis_00A","GT_FC",2037,0
"Atlantis_00A","GT_FC",2038,0
"Atlantis_00A","GT_FC",2039,0
"Atlantis_00A","GT_FC",2040,0
"Atlantis_00A","GT_FC",2041,0
"Atlantis_00A","GT_FC",2042,0
"Atlantis_00A","GT_FC",2043,0
"Atlantis_00A","GT_FC",2044,0
"Atlantis_00A","GT_FC",2045,0
"Atlantis_00A","GT_FC",2046,0
"Atlantis_00A","GT_FC",2047,0
"Atlantis_00A","GT_FC",2048,0
"Atlantis_00A","GT_FC",2049,0
"Atlantis_00A","GT_FC",2050,0
"Atlantis_00A","GT_FC",2051,0
"Atlantis_00A","GT_FC",2052,0
"Atlantis_00A","GT_FC",2053,0
"Atlantis_00A","GT_FC",2054,0
"Atlantis_00A","GT_FC",2055,0
"Atlantis_00A","HF_IMP",2014,0
"Atlantis_00A","HF_IMP",2015,0
"Atlantis_00A","HF_IMP",2016,0
"Atlantis_00A","HF_IMP",2017,0
"Atlantis_00A","HF_IMP",2018,0
"Atlantis_00A","HF_IMP",2019,0
"Atlantis_00A","HF_IMP",2020,0
"Atlantis_00A","HF_IMP",2021,0
"Atlantis_00A","HF_IMP",2022,0
"Atlantis_00A","HF_IMP",2023,0
"Atlantis_00A","HF_IMP",2024,0
"Atlantis_00A","HF_IMP",2025,0
"Atlantis_00A","HF_IMP",2026,0
"Atlantis_00A","HF_IMP",2027,0
"Atlantis_00A","HF_IMP",2028,0
"Atlantis_00A","HF_IMP",2029,0
"Atlantis_00A","HF_IMP",2030,0
"Atlantis_00A","HF_IMP",2031,0
"Atlantis_00A","HF_IMP",2032,0
"Atlantis_00A","HF_IMP",2033,0
"Atlantis_00A","HF_IMP",2034,0
"Atlantis_00A","HF_IMP",2035,0
"Atlantis_00A","HF_IMP",2036,0
"Atlantis_00A","HF_IMP",2037,0
"Atlantis_00A","HF_IMP",2038,0
"Atlantis_00A","HF_IMP",2039,0
"Atlantis_00A","HF_IMP",2040,0
"Atlantis_00A","HF_IMP",2041,0
"Atlantis_00A","HF_IMP",2042,0
"Atlantis_00A","HF_IMP",2043,0
"Atlantis_00A","HF_IMP",2044,0
"Atlantis_00A","HF_IMP",2045,0
"Atlantis_00A","HF_IMP",2046,0
"Atlantis_00A","HF_IMP",2047,0
"Atlantis_00A","HF_IMP",2048,0
"Atlantis_00A","HF_IMP",2049,0
"Atlantis_00A","HF_IMP",2050,0
"Atlantis_00A","HF_IMP",2051,0
"Atlantis_00A","HF_IMP",2052,0
"Atlantis_00A","HF_IMP",2053,0
"Atlantis_00A","HF_IMP",2054,0
"Atlantis_00A","HF_IMP",2055,0
"Atlantis_00A","HF_IND",2014,0
"Atlantis_00A","HF_IND",2015,0
"Atlantis_00A","HF_IND",2016,0
"Atlantis_00A","HF_IND",2017,0
"Atlantis_00A","HF_IND",2018,0
"Atlantis_00A","HF_IND",2019,0
"Atlantis_00A","HF_IND",2020,0
"Atlantis_00A","HF_IND",2021,0
"Atlantis_00A","HF_IND",2022,0
"Atlantis_00A","HF_IND",2023,0
"Atlantis_00A","HF_IND",2024,0
"Atlantis_00A","HF_IND",2025,0
"Atlantis_00A","HF_IND",2026,0
"Atlantis_00A","HF_IND",2027,0
"Atlantis_00A","HF_IND",2028,0
"Atlantis_00A","HF_IND",2029,0
"Atlantis_00A","HF_IND",2030,0
"Atlantis_00A","HF_IND",2031,0
"Atlantis_00A","HF_IND",2032,0
"Atlantis_00A","HF_IND",2033,0
"Atlantis_00A","HF_IND",2034,0
"Atlantis_00A","HF_IND",2035,0
"Atlantis_00A","HF_IND",2036,0
"Atlantis_00A","HF_IND",2037,0
"Atlantis_00A","HF_IND",2038,0
"Atlantis_00A","HF_IND",2039,0
"Atlantis_00A","HF_IND",2040,0
"Atlantis_00A","HF_IND",2041,0
"Atlantis_00A","HF_IND",2042,0
"Atlantis_00A","HF_IND",2043,0
"Atlantis_00A","HF_IND",2044,0
"Atlantis_00A","HF_IND",2045,0
"Atlantis_00A","HF_IND",2046,0
"Atlantis_00A","HF_IND",2047,0
"Atlantis_00A","HF_IND",2048,0
"Atlantis_00A","HF_IND",2049,0
"Atlantis_00A","HF_IND",2050,0
"Atlantis_00A","HF_IND",2051,0
"Atlantis_00A","HF_IND",2052,0
"Atlantis_00A","HF_IND",2053,0
"Atlantis_00A","HF_IND",2054,0
"Atlantis_00A","HF_IND",2055,0
"Atlantis_00A","HF_OTH",2014,0
"Atlantis_00A","HF_OTH",2015,0
"Atlantis_00A","HF_OTH",2016,0
"Atlantis_00A","HF_OTH",2017,0
"Atlantis_00A","HF_OTH",2018,0
"Atlantis_00A","HF_OTH",2019,0
"Atlantis_00A","HF_OTH",2020,0
"Atlantis_00A","HF_OTH",2021,0
"Atlantis_00A","HF_OTH",2022,0
"Atlantis_00A","HF_OTH",2023,0
"Atlantis_00A","HF_OTH",2024,0
"Atlantis_00A","HF_OTH",2025,0
"Atlantis_00A","HF_OTH",2026,0
"Atlantis_00A","HF_OTH",2027,0
"Atlantis_00A","HF_OTH",2028,0
"Atlantis_00A","HF_OTH",2029,0
"Atlantis_00A","HF_OTH",2030,0
"Atlantis_00A","HF_OTH",2031,0
"Atlantis_00A","HF_OTH",2032,0
"Atlantis_00A","HF_OTH",2033,0
"Atlantis_00A","HF_OTH",2034,0
"Atlantis_00A","HF_OTH",2035,0
"Atlantis_00A","HF_OTH",2036,0
"Atlantis_00A","HF_OTH",2037,0
"Atlantis_00A","HF_OTH",2038,0
"Atlantis_00A","HF_OTH",2039,0
"Atlantis_00A","HF_OTH",2040,0
"Atlantis_00A","HF_OTH",2041,0
"Atlantis_00A","HF_OTH",2042,0
"Atlantis_00A","HF_OTH",2043,0
"Atlantis_00A","HF_OTH",2044,0
"Atlantis_00A","HF_OTH",2045,0
"Atlantis_00A","HF_OTH",2046,0
"Atlantis_00A","HF_OTH",2047,0
"Atlantis_00A","HF_OTH",2048,0
"Atlantis_00A","HF_OTH",2049,0
"Atlantis_00A","HF_OTH",2050,0
"Atlantis_00A","HF_OTH",2051,0
"Atlantis_00A","HF_OTH",2052,0
"Atlantis_00A","HF_OTH",2053,0
"Atlantis_00A","HF_OTH",2054,0
"Atlantis_00A","HF_OTH",2055,0
"Atlantis_00A","HF_RES",2014,0
"Atlantis_00A","HF_RES",2015,0
"Atlantis_00A","HF_RES",2016,0
"Atlantis_00A","HF_RES",2017,0
"Atlantis_00A","HF_RES",2018,0
"Atlantis_00A","HF_RES",2019,0
"Atlantis_00A","HF_RES",2020,0
"Atlantis_00A","HF_RES",2021,0
"Atlantis_00A","HF_RES",2022,0
"Atlantis_00A","HF_RES",2023,0
"Atlantis_00A","HF_RES",2024,0
"Atlantis_00A","HF_RES",2025,0
"Atlantis_00A","HF_RES",2026,0
"Atlantis_00A","HF_RES",2027,0
"Atlantis_00A","HF_RES",2028,0
"Atlantis_00A","HF_RES",2029,0
"Atlantis_00A","HF_RES",2030,0
"Atlantis_00A","HF_RES",2031,0
"Atlantis_00A","HF_RES",2032,0
"Atlantis_00A","HF_RES",2033,0
"Atlantis_00A","HF_RES",2034,0
"Atlantis_00A","HF_RES",2035,0
"Atlantis_00A","HF_RES",2036,0
"Atlantis_00A","HF_RES",2037,0
"Atlantis_00A","HF_RES",2038,0
"Atlantis_00A","HF_RES",2039,0
"Atlantis_00A","HF_RES",2040,0
"Atlantis_00A","HF_RES",2041,0
"Atlantis_00A","HF_RES",2042,0
"Atlantis_00A","HF_RES",2043,0
"Atlantis_00A","HF_RES",2044,0
"Atlantis_00A","HF_RES",2045,0
"Atlantis_00A","HF_RES",2046,0
"Atlantis_00A","HF_RES",2047,0
"Atlantis_00A","HF_RES",2048,0
"Atlantis_00A","HF_RES",2049,0
"Atlantis_00A","HF_RES",2050,0
"Atlantis_00A","HF_RES",2051,0
"Atlantis_00A","HF_RES",2052,0
"Atlantis_00A","HF_RES",2053,0
"Atlantis_00A","HF_RES",2054,0
"Atlantis_00A","HF_RES",2055,0
"Atlantis_00A","HF_SER",2014,0
"Atlantis_00A","HF_SER",2015,0
"Atlantis_00A","HF_SER",2016,0
"Atlantis_00A","HF_SER",2017,0
"Atlantis_00A","HF_SER",2018,0
"Atlantis_00A","HF_SER",2019,0
"Atlantis_00A","HF_SER",2020,0
"Atlantis_00A","HF_SER",2021,0
"Atlantis_00A","HF_SER",2022,0
"Atlantis_00A","HF_SER",2023,0
"Atlantis_00A","HF_SER",2024,0
"Atlantis_00A","HF_SER",2025,0
"Atlantis_00A","HF_SER",2026,0
"Atlantis_00A","HF_SER",2027,0
"Atlantis_00A","HF_SER",2028,0
"Atlantis_00A","HF_SER",2029,0
"Atlantis_00A","HF_SER",2030,0
"Atlantis_00A","HF_SER",2031,0
"Atlantis_00A","HF_SER",2032,0
"Atlantis_00A","HF_SER",2033,0
"Atlantis_00A","HF_SER",2034,0
"Atlantis_00A","HF_SER",2035,0
"Atlantis_00A","HF_SER",2036,0
"Atlantis_00A","HF_SER",2037,0
"Atlantis_00A","HF_SER",2038,0
"Atlantis_00A","HF_SER",2039,0
"Atlantis_00A","HF_SER",2040,0
"Atlantis_00A","HF_SER",2041,0
"Atlantis_00A","HF_SER",2042,0
"Atlantis_00A","HF_SER",2043,0
"Atlantis_00A","HF_SER",2044,0
"Atlantis_00A","HF_SER",2045,0
"Atlantis_00A","HF_SER",2046,0
"Atlantis_00A","HF_SER",2047,0
"Atlantis_00A","HF_SER",2048,0
"Atlantis_00A","HF_SER",2049,0
"Atlantis_00A","HF_SER",2050,0
"Atlantis_00A","HF_SER",2051,0
"Atlantis_00A","HF_SER",2052,0
"Atlantis_00A","HF_SER",2053,0
"Atlantis_00A","HF_SER",2054,0
"Atlantis_00A","HF_SER",2055,0
"Atlantis_00A","HF_TRA",2014,0
"Atlantis_00A","HF_TRA",2015,0
"Atlantis_00A","HF_TRA",2016,0
"Atlantis_00A","HF_TRA",2017,0
"Atlantis_00A","HF_TRA",2018,0
"Atlantis_00A","HF_TRA",2019,0
"Atlantis_00A","HF_TRA",2020,0
"Atlantis_00A","HF_TRA",2021,0
"Atlantis_00A","HF_TRA",2022,0
"Atlantis_00A","HF_TRA",2023,0
"Atlantis_00A","HF_TRA",2024,0
"Atlantis_00A","HF_TRA",2025,0
"Atlantis_00A","HF_TRA",2026,0
"Atlantis_00A","HF_TRA",2027,0
"Atlantis_00A","HF_TRA",2028,0
"Atlantis_00A","HF_TRA",2029,0
"Atlantis_00A","HF_TRA",2030,0
"Atlantis_00A","HF_TRA",2031,0
"Atlantis_00A","HF_TRA",2032,0
"Atlantis_00A","HF_TRA",2033,0
"Atlantis_00A","HF_TRA",2034,0
"Atlantis_00A","HF_TRA",2035,0
"Atlantis_00A","HF_TRA",2036,0
"Atlantis_00A","HF_TRA",2037,0
"Atlantis_00A","HF_TRA",2038,0
"Atlantis_00A","HF_TRA",2039,0
"Atlantis_00A","HF_TRA",2040,0
"Atlantis_00A","HF_TRA",2041,0
"Atlantis_00A","HF_TRA",2042,0
"Atlantis_00A","HF_TRA",2043,0
"Atlantis_00A","HF_TRA",2044,0
"Atlantis_00A","HF_TRA",2045,0
"Atlantis_00A","HF_TRA",2046,0
"Atlantis_00A","HF_TRA",2047,0
"Atlantis_00A","HF_TRA",2048,0
"Atlantis_00A","HF_TRA",2049,0
"Atlantis_00A","HF_TRA",2050,0
"Atlantis_00A","HF_TRA",2051,0
"Atlantis_00A","HF_TRA",2052,0
"Atlantis_00A","HF_TRA",2053,0
"Atlantis_00A","HF_TRA",2054,0
"Atlantis_00A","HF_TRA",2055,0
"Atlantis_00A","HYDRO_DAM",2014,0
"Atlantis_00A","HYDRO_DAM",2015,0
"Atlantis_00A","HYDRO_DAM",2016,0
"Atlantis_00A","HYDRO_DAM",2017,0
"Atlantis_00A","HYDRO_DAM",2018,0
"Atlantis_00A","HYDRO_DAM",2019,0
"Atlantis_00A","HYDRO_DAM",2020,0
"Atlantis_00A","HYDRO_DAM",2021,0
"Atlantis_00A","HYDRO_DAM",2022,0
"Atlantis_00A","HYDRO_DAM",2023,0
"Atlantis_00A","HYDRO_DAM",2024,1.10408445807897
"Atlantis_00A","HYDRO_DAM",2025,1.02794070234938
"Atlantis_00A","HYDRO_DAM",2026,0.912822502684937
"Atlantis_00A","HYDRO_DAM",2027,0.810611846630715
"Atlantis_00A","HYDRO_DAM",2028,0.719535700656138
"Atlantis_00A","HYDRO_DAM",2029,0.638950645928942
"Atlantis_00A","HYDRO_DAM",2030,0.567359968725113
"Atlantis_00A","HYDRO_DAM",2031,0.895231386549984
"Atlantis_00A","HYDRO_DAM",2032,1.11975198264403
"Atlantis_00A","HYDRO_DAM",2033,1.71852395712389
"Atlantis_00A","HYDRO_DAM",2034,0.906694708639979
"Atlantis_00A","HYDRO_DAM",2035,1.09311846213281
"Atlantis_00A","HYDRO_DAM",2036,1.16497218037532
"Atlantis_00A","HYDRO_DAM",2037,1.16437458809697
"Atlantis_00A","HYDRO_DAM",2038,1.14197892132064
"Atlantis_00A","HYDRO_DAM",2039,1.10228047849851
"Atlantis_00A","HYDRO_DAM",2040,1.10602323147801
"Atlantis_00A","HYDRO_DAM",2041,1.14078816016446
"Atlantis_00A","HYDRO_DAM",2042,1.09795830956233
"Atlantis_00A","HYDRO_DAM",2043,0.993352932114232
"Atlantis_00A","HYDRO_DAM",2044,0.884408615417198
"Atlantis_00A","HYDRO_DAM",2045,0.732610906251292
"Atlantis_00A","HYDRO_DAM",2046,0.604227872902688
"Atlantis_00A","HYDRO_DAM",2047,0.495570805083964
"Atlantis_00A","HYDRO_DAM",2048,0.405792099946535
"Atlantis_00A","HYDRO_DAM",2049,0.313958855145839
"Atlantis_00A","HYDRO_DAM",2050,0.291240740531591
"Atlantis_00A","HYDRO_DAM",2051,0.2644117357395
"Atlantis_00A","HYDRO_DAM",2052,0.232218015347988
"Atlantis_00A","HYDRO_DAM",2053,0.206164900106925
"Atlantis_00A","HYDRO_DAM",2054,0.180228332113537
"Atlantis_00A","HYDRO_DAM",2055,0.155242872213165
"Atlantis_00A","HYDRO_MIN",2014,0
"Atlantis_00A","HYDRO_MIN",2015,0
"Atlantis_00A","HYDRO_MIN",2016,0
"Atlantis_00A","HYDRO_MIN",2017,0
"Atlantis_00A","HYDRO_MIN",2018,0
"Atlantis_00A","HYDRO_MIN",2019,0
"Atlantis_00A","HYDRO_MIN",2020,0
"Atlantis_00A","HYDRO_MIN",2021,0
"Atlantis_00A","HYDRO_MIN",2022,0
"Atlantis_00A","HYDRO_MIN",2023,0
"Atlantis_00A","HYDRO_MIN",2024,8.75556091905088e-05
"Atlantis_00A","HYDRO_MIN",2025,8.15172913153013e-05
"Atlantis_00A","HYDRO_MIN",2026,7.23882396138831e-05
"Atlantis_00A","HYDRO_MIN",2027,6.42827761313522e-05
"Atlantis_00A","HYDRO_MIN",2028,5.70602965599955e-05
"Atlantis_00A","HYDRO_MIN",2029,5.06697767889206e-05
"Atlantis_00A","HYDRO_MIN",2030,4.49925250994543e-05
"Atlantis_00A","HYDRO_MIN",2031,3.99484005699476e-05
"Atlantis_00A","HYDRO_MIN",2032,3.54798372512571e-05
"Atlantis_00A","HYDRO_MIN",2033,3.14954754258236e-05
"Atlantis_00A","HYDRO_MIN",2034,2.79650161795381e-05
"Atlantis_00A","HYDRO_MIN",2035,2.48349410101317e-05
"Atlantis_00A","HYDRO_MIN",2036,2.20510511184309e-05
"Atlantis_00A","HYDRO_MIN",2037,1.95817199414044e-05
"Atlantis_00A","HYDRO_MIN",2038,1.73850245337368e-05
"Atlantis_00A","HYDRO_MIN",2039,1.54359468495125e-05
"Atlantis_00A","HYDRO_MIN",2040,1.37060155232074e-05
"Atlantis_00A","HYDRO_MIN",2041,1.21701721072493e-05
"Atlantis_00A","HYDRO_MIN",2042,1.08063340487096e-05
"Atlantis_00A","HYDRO_MIN",2043,9.59501842391221e-06
"Atlantis_00A","HYDRO_MIN",2044,8.52126681931941e-06
"Atlantis_00A","HYDRO_MIN",2045,7.5650561351102e-06
"Atlantis_00A","HYDRO_MIN",2046,6.71719796667361e-06
"Atlantis_00A","HYDRO_MIN",2047,5.96507148522642e-06
"Atlantis_00A","HYDRO_MIN",2048,4.73980254827412e-06
"Atlantis_00A","HYDRO_MIN",2049,2.89906869405123e-06
"Atlantis_00A","HYDRO_MIN",2050,3.7372790534409e-06
"Atlantis_00A","HYDRO_MIN",2051,0
"Atlantis_00A","HYDRO_MIN",2052,0
"Atlantis_00A","HYDRO_MIN",2053,0
"Atlantis_00A","HYDRO_MIN",2054,0
"Atlantis_00A","HYDRO_MIN",2055,0
"Atlantis_00A","NG_IMP",2014,0
"Atlantis_00A","NG_IMP",2015,0
"Atlantis_00A","NG_IMP",2016,0
"Atlantis_00A","NG_IMP",2017,0
"Atlantis_00A","NG_IMP",2018,0
"Atlantis_00A","NG_IMP",2019,0
