r,t,y,TotalCapacityAnnual
"Atlantis_00A","WIND",2019,0.003
"Atlantis_00A","WIND",2020,0.003
"Atlantis_00A","WIND",2021,0.003
"Atlantis_00A","WIND",2022,0.003
"Atlantis_00A","WIND",2023,0.1314
"Atlantis_00A","WIND",2024,0.1314
"Atlantis_00A","WIND",2025,0.1314
"Atlantis_00A","WIND",2026,0.1314
"Atlantis_00A","WIND",2027,0.1314
"Atlantis_00A","WIND",2028,0.1314
"Atlantis_00A","WIND",2029,0.1314
"Atlantis_00A","WIND",2030,0.1314
"Atlantis_00A","WIND",2031,0.1314
"Atlantis_00A","WIND",2032,0.1314
"Atlantis_00A","WIND",2033,1.80179391831525
"Atlantis_00A","WIND",2034,5.77917994606193
"Atlantis_00A","WIND",2035,6.60332222574917
"Atlantis_00A","WIND",2036,6.60332222574917
"Atlantis_00A","WIND",2037,6.60332222574917
"Atlantis_00A","WIND",2038,6.60332222574917
"Atlantis_00A","WIND",2039,6.60332222574917
"Atlantis_00A","WIND",2040,6.60332222574917
"Atlantis_00A","WIND",2041,6.47492222574917
"Atlantis_00A","WIND",2042,6.47492222574917
"Atlantis_00A","WIND",2043,7.10714526217226
"Atlantis_00A","WIND",2044,8.23619293079829
"Atlantis_00A","WIND",2045,9.67714819796289
"Atlantis_00A","WIND",2046,11.0815550353723
"Atlantis_00A","WIND",2047,12.4613398431222
"Atlantis_00A","WIND",2048,13.8674086359353
"Atlantis_00A","WIND",2049,15.7353563858952
"Atlantis_00A","WIND",2050,15.7353563858952
"Atlantis_00A","WIND",2051,16.0196436049588
"Atlantis_00A","WIND",2052,16.5510590875564
"Atlantis_00A","WIND",2053,17.0929534215385
"Atlantis_00A","WIND",2054,17.7193722621079
"Atlantis_00A","WIND",2055,18.3223038120913
